saya	386821
yang	253087
aku	209980
dia	175687
awak	175660
kau	159596
ini	149318
di	148161
tak	146394
dan	145662
akan	141787
tidak	136484
kita	129737
apa	128535
kamu	126302
itu	125127
untuk	107800
ada	89941
boleh	83169
mereka	81605
dengan	80780
anda	77429
tahu	69946
ke	67259
kami	61260
ya	60861
dari	52467
dalam	51873
sini	50812
semua	48162
tapi	47855
pergi	47377
orang	47120
adalah	45932
nak	43133
ia	42703
jadi	39540
sekarang	39457
lagi	39413
pada	37834
jangan	35869
dah	35704
bukan	35009
buat	34350
sudah	32785
seperti	32626
jika	31966
baik	31845
perlu	30456
mana	29689
satu	29433
telah	28691
hanya	28172
lebih	27687
datang	25700
oh	25471
mungkin	25402
saja	24791
kenapa	24613
ayah	24456
sangat	24184
siapa	24001
mahu	23464
bagaimana	23174
seorang	22266
hari	22226
dapat	21918
juga	21773
terima	21756
rasa	21282
kasih	21046
masa	20856
kalau	20294
ni	19698
lakukan	19436
tuan	19427
pernah	19398
tu	19336
atau	19151
sesuatu	18559
mari	18470
sana	18338
kepada	17844
masih	17747
mati	17563
adakah	17435
tiada	17291
kerana	17248
baiklah	17143
menjadi	16928
banyak	16901
cakap	16781
betul	16759
keluar	16757
tentang	16654
lain	16588
begitu	16564
dengar	16268
tempat	16259
beritahu	15936
selamat	15375
bagus	15256
macam	15206
lihat	15160
harus	15159
anak	15101
hei	14965
hidup	14945
maaf	14888
diri	14722
kembali	14451
ingin	14256
lelaki	14115
malam	13717
baru	13640
tunggu	13639
melihat	13399
cepat	13284
pun	13097
tolong	13068
sedang	12796
rumah	12762
kan	12715
masuk	12675
nampak	12553
cuma	12356
tahun	12058
berada	12034
suka	12009
tetapi	11998
berlaku	11977
kata	11952
sama	11852
kawan	11789
fikir	11564
okey	11556
cuba	11470
pasti	11415
sendiri	11108
mempunyai	11098
takkan	10973
jumpa	10930
atas	10787
dua	10784
tuhan	10593
daripada	10553
masalah	10473
lama	10469
salah	10437
faham	10433
mengapa	10322
beberapa	10215
besar	9964
bahawa	9954
kena	9931
ibu	9862
mak	9861
bersama	9823
sebab	9818
sebelum	9801
bila	9714
memang	9695
okay	9693
sekali	9674
bercakap	9662
ambil	9457
tinggal	9436
perkara	9432
membuat	9406
bawa	9403
nama	9283
dunia	9249
ingat	9236
sayang	9207
kali	9183
berhenti	9096
ayuh	9042
oleh	9031
melakukan	8993
semuanya	8958
makan	8926
hey	8652
bunuh	8592
cara	8568
kereta	8487
itulah	8447
bagi	8349
jalan	8334
setiap	8236
seseorang	8141
sampai	8114
sebagai	8108
terjadi	8032
kemudian	7937
minta	7804
dulu	7788
belum	7764
perlukan	7756
kerja	7731
pertama	7672
percaya	7624
luar	7619
sedikit	7576
yeah	7568
membunuh	7538
mencari	7516
cari	7501
hebat	7469
polis	7445
terlalu	7363
katakan	7311
ketika	7286
apakah	7215
cukup	7208
maksud	7200
tengok	7162
ok	7142
lalu	7071
sebenarnya	7044
tentu	7026
ianya	6992
tangan	6964
mesti	6920
mengambil	6871
kecil	6775
manusia	6751
nanti	6742
tanpa	6740
berapa	6694
sebuah	6661
bisa	6656
benda	6544
ikut	6541
balik	6497
selalu	6459
mendapat	6434
maafkan	6411
berikan	6395
bawah	6358
benar	6354
terus	6348
bodoh	6315
gila	6312
budak	6263
patut	6248
hal	6184
keluarga	6123
perempuan	6005
takut	5941
wanita	5857
selepas	5842
bekerja	5811
bergerak	5792
telefon	5784
biarkan	5779
the	5701
biar	5694
saat	5683
